Date,sentiment_score_7d_avg,news_count,stock_price_7d_avg,Company,Year
2022-02-04,3.0512430489338733,30.0,73300.0,Samsung,2022
2022-02-05,3.1100539813019146,9.0,73300.0,Samsung,2022
2022-02-06,3.1385252574079,22.0,73300.0,Samsung,2022
2022-02-07,3.1171279142434796,48.0,73885.71428571429,Samsung,2022
2022-02-08,3.2433535332171544,31.0,74114.28571428571,Samsung,2022
2022-02-09,3.278966958995884,33.0,74171.42857142857,Samsung,2022
2022-02-10,3.3413072208382064,36.0,74128.57142857143,Samsung,2022
2022-02-11,3.3875470084612442,49.0,74385.71428571429,Samsung,2022
2022-02-12,3.299854577643346,8.0,74385.71428571429,Samsung,2022
2022-02-13,3.2748903920690244,11.0,74385.71428571429,Samsung,2022
2022-02-14,3.3515854934730642,29.0,74600.0,Samsung,2022
2022-02-15,3.2884557069511584,39.0,74542.85714285714,Samsung,2022
2022-02-16,3.321228083136816,41.0,74371.42857142857,Samsung,2022
2022-02-17,3.338276370704595,28.0,74157.14285714286,Samsung,2022
2022-02-18,3.338914966599186,32.0,74057.14285714286,Samsung,2022
2022-02-19,3.4323326436661543,7.0,74057.14285714286,Samsung,2022
2022-02-20,3.4681552865717262,12.0,74057.14285714286,Samsung,2022
2022-02-21,3.385899713335425,21.0,73742.85714285714,Samsung,2022
2022-02-22,3.4404634839995203,40.0,73328.57142857143,Samsung,2022
2022-02-23,3.443532115229922,20.0,72914.28571428571,Samsung,2022
2022-02-24,3.405503277420643,16.0,72542.85714285714,Samsung,2022
2022-02-25,3.3926234267320896,25.0,72357.14285714286,Samsung,2022
2022-02-26,3.395373287569592,7.0,72357.14285714286,Samsung,2022
2022-02-27,3.3788494749856866,13.0,72357.14285714286,Samsung,2022
2022-02-28,3.331067555645174,25.0,72085.71428571429,Samsung,2022
2022-03-01,3.2943228946243353,20.0,72085.71428571429,Samsung,2022
2022-03-02,3.1136613546417826,17.0,71671.42857142857,Samsung,2022
2022-03-03,3.011225868153487,18.0,71385.71428571429,Samsung,2022
2022-03-04,3.0218779085016894,21.0,71285.71428571429,Samsung,2022
2022-03-05,3.0047353728868846,8.0,71285.71428571429,Samsung,2022
2022-03-06,2.976671445264998,11.0,71285.71428571429,Samsung,2022
2022-03-07,3.0957425417903743,20.0,70985.71428571429,Samsung,2022
