Date,Close,Open,High,Low,Vol.
10/10/2024,229.04,227.78,229.5,227.17,28.18M
10/09/2024,229.54,225.23,229.75,224.83,33.59M
10/08/2024,225.77,224.3,225.98,223.25,31.86M
10/07/2024,221.69,224.5,225.69,221.33,39.51M
10/04/2024,226.8,227.9,228,224.13,37.35M
10/03/2024,225.67,225.14,226.8,223.32,34.04M
10/02/2024,226.78,225.89,227.37,223.02,32.88M
10/01/2024,226.21,229.52,229.65,223.74,63.29M
09/30/2024,233,230.04,233,229.65,54.79M
09/27/2024,227.79,228.46,229.52,227.3,34.03M
09/26/2024,227.52,227.3,228.5,225.41,36.64M
09/25/2024,226.37,224.93,227.29,224.02,42.31M
09/24/2024,227.37,228.65,229.35,225.73,43.56M
09/23/2024,226.47,227.34,229.45,225.81,54.15M
09/20/2024,228.2,229.97,233.09,227.62,318.68M
09/19/2024,228.87,224.99,229.82,224.63,66.78M
09/18/2024,220.69,217.55,222.71,217.54,59.89M
09/17/2024,216.79,215.75,216.9,214.5,45.52M
09/16/2024,216.32,216.54,217.22,213.92,59.36M
09/13/2024,222.5,223.58,224.04,221.91,36.77M
09/12/2024,222.77,222.5,223.55,219.82,37.50M
09/11/2024,222.66,221.46,223.09,217.89,44.59M
09/10/2024,220.11,218.92,221.48,216.73,51.59M
09/09/2024,220.91,220.82,221.27,216.71,67.18M
09/06/2024,220.82,223.95,225.24,219.77,48.42M
09/05/2024,222.38,221.63,225.48,221.52,36.62M
09/04/2024,220.85,221.66,221.78,217.48,43.84M
09/03/2024,222.77,228.55,229,221.17,50.19M
08/30/2024,229,230.19,230.4,227.48,52.99M
08/29/2024,229.79,230.1,232.92,228.88,51.91M
08/28/2024,226.49,227.92,229.86,225.68,38.05M
08/27/2024,228.03,225.99,228.85,224.89,35.93M
08/26/2024,227.18,226.76,227.28,223.89,30.60M
08/23/2024,226.84,225.66,228.22,224.33,38.68M
08/22/2024,224.53,227.79,228.34,223.9,43.70M
08/21/2024,226.4,226.52,227.98,225.05,34.77M
08/20/2024,226.51,225.77,227.17,225.45,30.30M
08/19/2024,225.89,225.72,225.99,223.04,40.69M
08/16/2024,226.05,223.92,226.83,223.65,44.34M
08/15/2024,224.72,224.6,225.35,222.76,46.41M
08/14/2024,221.72,220.57,223.03,219.7,41.96M
08/13/2024,221.27,219.01,221.89,219.01,44.16M
08/12/2024,217.53,216.07,219.51,215.6,38.03M
08/09/2024,216.24,212.1,216.78,211.97,42.20M
08/08/2024,213.31,213.11,214.2,208.83,47.16M
08/07/2024,209.82,206.9,213.64,206.39,63.52M
08/06/2024,207.23,205.3,209.99,201.07,69.66M
08/05/2024,209.27,199.09,213.5,196,119.55M
08/02/2024,219.86,219.15,225.6,217.71,105.57M
08/01/2024,218.36,224.37,224.48,217.02,62.50M
07/31/2024,222.08,221.44,223.82,220.63,50.04M
07/30/2024,218.8,219.19,220.32,216.12,41.64M
07/29/2024,218.24,216.96,219.3,215.75,36.31M
07/26/2024,217.96,218.7,219.49,216.01,41.60M
07/25/2024,217.49,218.93,220.85,214.62,51.39M
07/24/2024,218.54,224,224.8,217.13,61.78M
07/23/2024,225.01,224.37,226.94,222.68,39.96M
07/22/2024,223.96,227.01,227.78,223.09,48.20M
07/19/2024,224.31,224.82,226.8,223.27,49.15M
07/18/2024,224.18,230.28,230.44,222.27,66.03M
07/17/2024,228.88,229.45,231.46,226.64,57.35M
07/16/2024,234.82,235,236.27,232.33,43.23M
07/15/2024,234.4,236.48,237.23,233.09,62.63M
07/12/2024,230.54,228.92,232.64,228.68,53.05M
07/11/2024,227.57,231.39,232.39,225.77,64.71M
07/10/2024,232.98,229.3,233.08,229.25,62.63M
07/09/2024,228.68,227.93,229.4,226.37,48.17M
07/08/2024,227.82,227.09,227.85,223.25,59.09M
07/05/2024,226.34,221.65,226.45,221.65,60.41M
07/03/2024,221.55,220,221.55,219.03,37.37M
07/02/2024,220.27,216.15,220.38,215.1,58.05M
07/01/2024,216.75,212.09,217.51,211.92,60.40M
06/28/2024,210.62,215.77,216.07,210.3,82.54M
06/27/2024,214.1,214.69,215.74,212.35,49.77M
06/26/2024,213.25,211.5,214.86,210.64,66.21M
06/25/2024,209.07,209.15,211.38,208.61,56.71M
06/24/2024,208.14,207.72,212.7,206.59,80.73M
06/21/2024,207.49,210.39,211.89,207.11,246.42M
06/20/2024,209.68,213.93,214.24,208.85,86.17M
06/18/2024,214.29,217.59,218.63,213,79.94M
06/17/2024,216.67,213.37,218.95,212.72,93.73M
06/14/2024,212.49,213.85,215.17,211.3,70.12M
06/13/2024,214.24,214.74,216.75,211.6,97.86M
06/12/2024,213.07,207.37,220.2,206.9,198.13M
06/11/2024,207.15,193.65,207.16,193.63,172.37M
06/10/2024,193.12,196.9,197.3,192.15,97.26M
06/07/2024,196.89,194.65,196.94,194.14,53.10M
06/06/2024,194.48,195.68,196.5,194.17,41.18M
06/05/2024,195.87,195.4,196.9,194.87,54.16M
06/04/2024,194.35,194.63,195.32,193.03,47.47M
06/03/2024,194.03,192.9,194.99,192.52,50.08M
05/31/2024,192.25,191.44,192.57,189.91,75.16M
05/30/2024,191.29,190.76,192.18,190.63,49.95M
05/29/2024,190.29,189.61,192.25,189.51,53.07M
05/28/2024,189.99,191.51,193,189.1,52.28M
05/24/2024,189.98,188.82,190.58,188.04,36.33M
05/23/2024,186.88,190.98,191,186.63,51.01M
05/22/2024,190.9,192.26,192.82,190.27,34.65M
05/21/2024,192.35,191.09,192.73,190.92,42.31M
05/20/2024,191.04,189.32,191.92,189.01,44.36M
05/17/2024,189.87,189.51,190.81,189.18,41.28M
05/16/2024,189.84,190.47,191.1,189.66,52.85M
05/15/2024,189.72,187.91,190.65,187.37,70.40M
05/14/2024,187.43,187.51,188.3,186.29,52.39M
05/13/2024,186.28,185.43,187.1,184.62,72.04M
05/10/2024,183.05,184.9,185.09,182.13,50.76M
05/09/2024,184.57,182.56,184.66,182.11,48.98M
05/08/2024,182.74,182.85,183.07,181.45,45.06M
05/07/2024,182.4,183.45,184.9,181.32,77.31M
05/06/2024,181.71,182.35,184.2,180.42,78.57M
05/03/2024,183.38,186.65,187,182.66,163.22M
05/02/2024,173.03,172.51,173.41,170.89,94.21M
05/01/2024,169.3,169.58,172.71,169.11,50.38M
04/30/2024,170.33,173.33,174.99,170,65.93M
04/29/2024,173.5,173.37,176.03,173.1,68.17M
04/26/2024,169.3,169.88,171.34,169.18,44.84M
04/25/2024,169.89,169.52,170.61,168.15,50.56M
04/24/2024,169.02,166.54,169.3,166.21,48.25M
04/23/2024,166.9,165.35,167.05,164.92,49.54M
04/22/2024,165.84,165.51,167.26,164.77,48.12M
04/19/2024,165,166.21,166.4,164.07,68.15M
04/18/2024,167.04,168.03,168.64,166.55,43.12M
04/17/2024,168,169.61,170.65,168,50.90M
04/16/2024,169.38,171.75,173.76,168.27,73.71M
04/15/2024,172.69,175.36,176.63,172.5,73.53M
04/12/2024,176.55,174.26,178.36,174.21,101.67M
04/11/2024,175.04,168.34,175.46,168.16,91.07M
04/10/2024,167.78,168.8,169.09,167.11,49.71M
04/09/2024,169.67,168.7,170.08,168.35,42.45M
04/08/2024,168.45,169.03,169.2,168.24,37.43M
04/05/2024,169.58,169.59,170.39,168.95,42.10M
04/04/2024,168.82,170.29,171.92,168.82,53.70M
04/03/2024,169.65,168.79,170.68,168.58,47.69M
04/02/2024,168.84,169.08,169.34,168.23,49.33M
04/01/2024,170.03,171.19,171.25,169.48,46.24M
03/28/2024,171.48,171.75,172.23,170.51,65.67M
03/27/2024,173.31,170.41,173.6,170.11,60.27M
03/26/2024,169.71,170,171.42,169.58,57.39M
03/25/2024,170.85,170.57,171.94,169.45,54.29M
03/22/2024,172.28,171.76,173.05,170.06,71.16M
03/21/2024,171.37,177.05,177.49,170.84,106.18M
03/20/2024,178.67,175.72,178.67,175.09,53.42M
03/19/2024,176.08,174.34,176.6,173.03,55.22M
03/18/2024,173.72,175.57,177.71,173.52,75.60M
03/15/2024,172.62,171.17,172.62,170.29,121.75M
03/14/2024,173,172.91,174.31,172.05,72.91M
03/13/2024,171.13,172.77,173.18,170.76,52.49M
03/12/2024,173.23,173.15,174.03,171.01,59.83M
03/11/2024,172.75,172.94,174.38,172.05,60.14M
03/08/2024,170.73,169,173.7,168.94,76.27M
03/07/2024,169,169.15,170.73,168.49,71.77M
03/06/2024,169.12,171.06,171.24,168.68,68.59M
03/05/2024,170.12,170.76,172.04,169.62,95.13M
03/04/2024,175.1,176.15,176.9,173.79,81.51M
03/01/2024,179.66,179.55,180.53,177.38,73.56M
02/29/2024,180.75,181.27,182.57,179.53,136.68M
02/28/2024,181.42,182.51,183.12,180.13,48.95M
02/27/2024,182.63,181.1,183.92,179.56,54.32M
02/26/2024,181.16,182.24,182.76,180.65,40.87M
02/23/2024,182.52,185.01,185.04,182.23,45.12M
02/22/2024,184.37,183.48,184.96,182.46,52.29M
02/21/2024,182.32,181.94,182.89,180.66,41.53M
02/20/2024,181.56,181.79,182.43,180,53.67M
02/16/2024,182.31,183.42,184.85,181.66,49.75M
02/15/2024,183.86,183.55,184.49,181.35,65.43M
02/14/2024,184.15,185.32,185.53,182.44,54.63M
02/13/2024,185.04,185.77,186.21,183.51,56.53M
02/12/2024,187.15,188.41,188.67,186.79,41.78M
02/09/2024,188.85,188.65,189.99,188,45.16M
02/08/2024,188.32,189.38,189.54,187.35,40.96M
02/07/2024,189.41,190.64,191.05,188.61,53.44M
02/06/2024,189.3,186.86,189.31,186.77,43.49M
02/05/2024,187.68,188.15,189.25,185.84,69.67M
02/02/2024,185.85,179.86,187.33,179.25,102.55M
02/01/2024,186.86,183.99,186.95,183.82,64.89M
01/31/2024,184.4,187.04,187.1,184.35,55.47M
01/30/2024,188.04,190.94,191.8,187.47,55.86M
01/29/2024,191.73,192.01,192.2,189.58,47.15M
01/26/2024,192.42,194.27,194.76,191.94,44.59M
01/25/2024,194.17,195.22,196.27,193.11,54.82M
01/24/2024,194.5,195.42,196.38,194.34,53.63M
01/23/2024,195.18,195.02,195.75,193.83,42.36M
01/22/2024,193.89,192.3,195.33,192.26,60.13M
01/19/2024,191.56,189.33,191.95,188.82,68.90M
01/18/2024,188.63,186.09,189.14,185.83,78.01M
01/17/2024,182.68,181.27,182.93,180.3,47.32M
01/16/2024,183.63,182.16,184.26,180.93,65.60M
01/12/2024,185.92,186.06,186.74,185.19,40.48M
01/11/2024,185.59,186.54,187.05,183.62,49.13M
01/10/2024,186.19,184.35,186.4,183.92,46.79M
01/09/2024,185.14,183.92,185.15,182.73,42.84M
01/08/2024,185.56,182.09,185.6,181.5,59.14M
01/05/2024,181.18,181.99,182.76,180.17,62.38M
01/04/2024,181.91,182.15,183.09,180.88,71.98M
01/03/2024,184.25,184.22,185.88,183.43,58.41M
01/02/2024,185.64,187.15,188.44,183.88,82.49M
