Date,Close,Open,High,Low,Vol.
06/14/2023,183.95,183.37,184.39,182.02,57.46M
06/13/2023,183.31,182.8,184.15,182.44,54.93M
06/12/2023,183.79,181.27,183.89,180.97,54.76M
06/09/2023,180.96,181.5,182.23,180.63,48.90M
06/08/2023,180.57,177.9,180.84,177.46,50.21M
06/07/2023,177.82,178.44,181.21,177.32,61.94M
06/06/2023,179.21,179.96,180.12,177.43,64.85M
06/05/2023,179.58,182.63,184.95,178.04,121.95M
06/02/2023,180.95,181.03,181.78,179.26,62.00M
06/01/2023,180.09,177.7,180.12,176.93,68.90M
05/31/2023,177.25,177.32,179.35,176.76,99.63M
05/30/2023,177.3,176.96,178.99,176.57,55.96M
05/26/2023,175.43,173.32,175.77,173.11,54.84M
05/25/2023,172.99,172.41,173.9,171.69,56.06M
05/24/2023,171.84,171.09,172.42,170.52,45.14M
05/23/2023,171.56,173.13,173.38,171.27,50.75M
05/22/2023,174.2,173.98,174.71,173.45,43.57M
05/19/2023,175.16,176.39,176.39,174.94,55.81M
05/18/2023,175.05,173,175.24,172.58,65.50M
05/17/2023,172.69,171.71,172.93,170.42,57.95M
05/16/2023,172.07,171.99,173.14,171.8,42.11M
05/15/2023,172.07,173.16,173.21,171.47,37.27M
05/12/2023,172.57,173.62,174.06,171,45.53M
05/11/2023,173.75,173.85,174.59,172.17,49.51M
05/10/2023,173.55,173.02,174.03,171.9,53.72M
05/09/2023,171.77,173.05,173.54,171.6,45.33M
05/08/2023,173.5,172.48,173.85,172.11,55.96M
05/05/2023,173.57,170.98,174.3,170.76,113.45M
05/04/2023,165.79,164.89,167.04,164.31,81.24M
05/03/2023,167.45,169.5,170.92,167.16,65.14M
05/02/2023,168.54,170.09,170.35,167.54,48.43M
05/01/2023,169.59,169.28,170.45,168.64,52.47M
04/28/2023,169.68,168.49,169.85,167.88,55.28M
04/27/2023,168.41,165.19,168.56,165.19,64.90M
04/26/2023,163.76,163.05,165.28,162.8,45.50M
04/25/2023,163.77,165.19,166.3,163.73,48.71M
04/24/2023,165.33,165,165.6,163.89,41.95M
04/21/2023,165.02,165.05,166.45,164.49,58.34M
04/20/2023,166.65,166.09,167.87,165.56,52.46M
04/19/2023,167.63,165.8,168.16,165.54,47.72M
04/18/2023,166.47,166.1,167.41,165.65,49.92M
04/17/2023,165.23,165.09,165.39,164.03,41.52M
04/14/2023,165.21,164.59,166.32,163.82,49.39M
04/13/2023,165.56,161.63,165.8,161.42,68.45M
04/12/2023,160.1,161.22,162.06,159.78,50.13M
04/11/2023,160.8,162.35,162.36,160.51,47.64M
04/10/2023,162.03,161.42,162.03,160.08,47.72M
04/06/2023,164.66,162.43,164.96,162,45.39M
04/05/2023,163.76,164.74,165.05,161.8,51.51M
04/04/2023,165.63,166.6,166.84,165.11,46.28M
04/03/2023,166.17,164.27,166.29,164.22,56.98M
03/31/2023,164.9,162.44,165,161.91,68.75M
03/30/2023,162.36,161.53,162.47,161.27,49.50M
03/29/2023,160.77,159.37,161.05,159.35,51.31M
03/28/2023,157.65,157.97,158.49,155.98,45.99M
03/27/2023,158.28,159.94,160.77,157.87,52.39M
03/24/2023,160.25,158.86,160.34,157.85,59.26M
03/23/2023,158.93,158.83,161.55,157.68,67.62M
03/22/2023,157.83,159.3,162.14,157.81,75.70M
03/21/2023,159.28,157.32,159.4,156.54,73.94M
03/20/2023,157.4,155.07,157.82,154.15,73.64M
03/17/2023,155,156.08,156.74,154.28,98.94M
03/16/2023,155.85,152.16,156.46,151.64,76.25M
03/15/2023,152.99,151.19,153.24,149.92,77.17M
03/14/2023,152.59,151.28,153.4,150.1,73.70M
03/13/2023,150.47,147.8,153.14,147.7,84.46M
03/10/2023,148.5,150.21,150.94,147.61,68.57M
03/09/2023,150.59,153.56,154.54,150.23,53.83M
03/08/2023,152.87,152.81,153.47,151.83,47.20M
03/07/2023,151.6,153.7,154.03,151.13,56.18M
03/06/2023,153.83,153.79,156.3,153.46,87.56M
03/03/2023,151.03,148.04,151.11,147.33,70.73M
03/02/2023,145.91,144.38,146.71,143.9,52.28M
03/01/2023,145.31,146.83,147.23,145.01,55.48M
02/28/2023,147.41,147.05,149.08,146.83,50.55M
02/27/2023,147.92,147.71,149.17,147.45,45.00M
02/24/2023,146.71,147.11,147.19,145.72,55.47M
02/23/2023,149.4,150.09,150.34,147.24,48.39M
02/22/2023,148.91,148.87,149.95,147.16,51.01M
02/21/2023,148.48,150.2,151.3,148.4,58.87M
02/17/2023,152.55,152.35,153,150.85,59.14M
02/16/2023,153.71,153.51,156.33,153.35,68.17M
02/15/2023,155.33,153.11,155.5,152.88,65.67M
02/14/2023,153.2,152.12,153.77,150.86,61.71M
02/13/2023,153.85,150.95,154.26,150.92,62.20M
02/10/2023,151.01,149.46,151.34,149.22,57.45M
02/09/2023,150.87,153.77,154.33,150.42,56.01M
02/08/2023,151.92,153.88,154.58,151.17,64.12M
02/07/2023,154.65,150.64,155.23,150.64,83.32M
02/06/2023,151.73,152.57,153.1,150.78,69.86M
02/03/2023,154.5,148.03,157.38,147.83,154.36M
02/02/2023,150.82,148.9,151.18,148.17,118.34M
02/01/2023,145.43,143.97,146.61,141.32,77.66M
01/31/2023,144.29,142.7,144.34,142.28,65.87M
01/30/2023,143,144.96,145.55,142.85,64.02M
01/27/2023,145.93,143.15,147.23,143.08,70.56M
01/26/2023,143.96,143.17,144.25,141.9,54.11M
01/25/2023,141.86,140.89,142.43,138.81,65.80M
01/24/2023,142.53,140.3,143.16,140.3,66.44M
01/23/2023,141.11,138.12,143.32,137.9,81.76M
01/20/2023,137.87,135.28,138.02,134.22,80.22M
01/19/2023,135.27,134.08,136.25,133.77,58.28M
01/18/2023,135.21,136.82,138.61,135.03,69.67M
01/17/2023,135.94,134.83,137.29,134.13,63.65M
01/13/2023,134.76,132.03,134.92,131.66,57.81M
01/12/2023,133.41,133.88,134.26,131.44,71.38M
01/11/2023,133.49,131.25,133.51,130.46,69.46M
01/10/2023,130.73,130.26,131.26,128.12,63.90M
01/09/2023,130.15,130.46,133.41,129.89,70.79M
01/06/2023,129.62,126.01,130.29,124.89,87.75M
01/05/2023,125.02,127.13,127.77,124.76,80.96M
01/04/2023,126.36,126.89,128.66,125.08,89.11M
01/03/2023,125.07,130.28,130.9,124.17,112.12M
